video_id,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Closest Text Type,category,corpus,color
dWzJPpf_V08,22.38,-4.41,-4.28,-0.9,4.13,0.55,Informational interaction,Autos & Vehicles,Y,2
DXnHIJkZZAs,-3.87,-3.7,0.32,0.15,-1.1,2.96,General narrative exposition,News & Politics,Y,2
dXR4LDASBaE,23.66,-5.3,-6.36,-0.52,-3.42,4.26,Informational interaction,Howto & Style,Y,2
dy7ktadSmic,21.88,-3.14,-3.76,2.67,-1.22,2.62,Informational interaction,Education,Y,2
DYKxgOJc4hs,22.55,-4.6,-5.38,-1.17,-2.93,-0.0800000000000001,Informational interaction,Film & Animation,Y,2
DzKQDIquh48,30.4,-1.82,-1.57,0.32,-2.71,-0.48,Informational interaction,Entertainment,Y,2
dzVjxEEg7LQ,39.93,-3.43,-0.16,-2.4,-3.61,-2.27,Intimate interpersonal interaction,Entertainment,Y,2
d_20X1YM28U,-3.39,-4.27,-0.0800000000000001,-2.66,-0.25,-0.12,General narrative exposition,Gaming,Y,2
E03RjpW22FY,-2.31,-0.59,-1.11022302462516e-16,-7.29,-3.04,-2.47,General narrative exposition,Education,Y,2
e0Bt1KG4Y7k,-4.26,1.9,-2.28,-5.07,-3.2,-2.35,General narrative exposition,Sports,Y,2
e0QOo4VprpE,53.46,-6.34,1.28,3.65,-3.92,-3.5,Intimate interpersonal interaction,Music,Y,2
E1skzZQjob4,28.53,-5.39,-2.01,-2.83,-3.09,2.07,Informational interaction,Entertainment,Y,2
e4Wj6lS7o7Y,23.16,-4.79,0.2,2.95,-2.77,-0.65,Informational interaction,Howto & Style,Y,2
e53jGXm6vaQ,11.77,-4.7,-1.35,2.99,-0.0699999999999998,2.28,Involved persuasion,Education,Y,2
E6ph6MaRgGI,20.12,-4.85,-6.26,-0.15,0.47,-0.79,Informational interaction,Film & Animation,Y,2
e87q1f6FuYY,-14.01,-4.27,-1.05,-5.47,8.0,1.59,Scientific exposition,Education,Y,2
eaDiBf7IHuc,22.82,0.81,-0.1,-2.32,-2.22,1.95,Informational interaction,Sports,Y,2
eALz4logTQY,18.57,-2.84,-0.85,-0.69,-2.45,2.42,Informational interaction,Sports,Y,2
EAPldVCRo-g,-15.42,-2.72,1.59,0.47,0.32,0.41,Learned exposition,Gaming,Y,2
easfN6Ti8CQ,0.28,-1.7,0.01,3.67,1.43,0.53,Involved persuasion,Gaming,Y,2
EaWgp2GFmCw,26.19,-4.82,-1.93,1.95,-2.45,1.55,Informational interaction,People & Blogs,Y,2
EbVqyN_VBF4,16.94,-5.68,-0.18,3.43,-3.59,-0.26,Involved persuasion,Sports,Y,2
Ec3FDyYPsms,7.68,-3.72,-2.14,3.33,2.08,0.55,Involved persuasion,News & Politics,Y,2
EeA8wwYza28,23.47,-3.45,-0.67,-3.81,-1.89,2.91,Informational interaction,Film & Animation,Y,2
ef-k7lZQ-L4,29.26,-4.12,-4.23,-1.3,-2.65,0.95,Informational interaction,Gaming,Y,2
EFhP4wP1TzU,5.79,-3.14,3.85,-2.85,-0.81,0.83,Involved persuasion,Nonprofits & Activism,Y,2
EfNxQSNnJuE,15.95,-4.57,1.21,3.47,-1.69,0.62,Involved persuasion,Science & Technology,Y,2
efQyD8AwsSU,29.08,-5.31,-5.41,5.57,0.98,2.36,Informational interaction,Education,Y,2
EfWq6DJi5Mo,26.24,-2.8,-2.37,-2.17,-2.28,1.79,Informational interaction,Entertainment,Y,2
EG1-KUP7ixM,20.85,-3.87,-1.99,-2.54,-3.92,-2.64,Informational interaction,Gaming,Y,2
EgslzosSPPQ,18.19,-4.52,-0.17,-3.42,-1.12,1.81,Informational interaction,Comedy,Y,2
egUv-IROADA,25.08,-2.33,-0.17,4.87,-3.35,1.02,Informational interaction,Education,Y,2
eHIQ-1qeFXY,27.5,-6.03,-5.83,0.52,-0.28,2.12,Informational interaction,People & Blogs,Y,2
EIAQ97MvPaI,30.56,-4.7,-0.87,2.28,-1.91,-0.16,Informational interaction,People & Blogs,Y,2
ejDu6utQVKU,17.66,-3.1,0.42,0.49,-2.68,0.91,Informational interaction,Entertainment,Y,2
EjGdMu4PoT0,17.74,-5.03,-7.43,0.75,2.59,-0.7,Informational interaction,Gaming,Y,2
eJoRR9Qi8xM,18.47,-4.53,0.0,6.94,-1.78,0.76,Informational interaction,Howto & Style,Y,2
ekF2BjPaHJ4,-0.38,-4.12,-0.45,-5.6,-2.45,-1.74,Involved persuasion,Sports,Y,2
EKszuyDoQZo,19.6,-5.72,-1.22,2.18,-1.38,1.29,Informational interaction,Autos & Vehicles,Y,2
eKUNlaqyePQ,24.72,-1.42,1.06,0.32,-1.82,1.49,Informational interaction,Education,Y,2
El56RFSIebw,0.23,0.71,2.6,2.41,0.11,1.88,Involved persuasion,Education,Y,2
ELBhjD7q91w,21.22,-5.56,-3.75,0.91,-0.14,0.0900000000000001,Informational interaction,Howto & Style,Y,2
elkS8MEHY0Q,-3.59,-3.09,-4.61,-4.59,-1.62,-0.24,Situated reportage,Sports,Y,2
els9-NM6SIM,-8.45,-2.68,-3.8,-3.99,-3.08,2.32,General narrative exposition,News & Politics,Y,2
elyjphcZ6Ac,32.22,2.96,-3.6,3.13,-2.02,3.81,Informational interaction,People & Blogs,Y,2
EM6dnZtEXwQ,12.89,-5.81,-7.65,-3.88,-2.35,0.12,Situated reportage,People & Blogs,Y,2
emDkBqKguDk,17.71,-6.15,-0.42,7.49,1.05,0.58,Involved persuasion,Howto & Style,Y,2
EmHv4KRShq0,32.35,-4.72,-2.8,4.26,-0.55,0.67,Informational interaction,People & Blogs,Y,2
EO4o1Wbt7ec,34.33,-5.63,-2.76,-1.83,1.91,5.76,Informational interaction,Howto & Style,Y,2
eo8stEw8vY0,9.14,-2.32,2.52,0.23,-2.18,0.43,Involved persuasion,Science & Technology,Y,2
EoaYPjuKRm0,18.82,-3.28,-2.51,0.17,-2.62,1.79,Informational interaction,Entertainment,Y,2
EOKsneKhnFY,23.96,-3.97,-5.01,0.0100000000000001,-1.99,-1.52,Informational interaction,Music,Y,2
EOvhh2tp05U,23.08,-1.38,-4.39,-3.1,-3.35,-2.59,Informational interaction,Gaming,Y,2
eoZ9wGtruEU,-0.96,-2.08,-0.24,1.38,-0.42,0.27,Involved persuasion,News & Politics,Y,2
EpCvrvM8jkQ,28.44,-1.6,-1.7,-1.56,-1.21,0.17,Informational interaction,Education,Y,2
EPF2STYCVCQ,26.56,-1.21,-2.15,-2.51,-3.42,0.02,Informational interaction,Entertainment,Y,2
ePVC_UedCUY,21.12,-1.74,-4.26,4.06,1.63,4.16,Informational interaction,Entertainment,Y,2
EpWSC5W9Kj4,2.26,-1.35,0.15,-1.55,0.92,-1.19,Involved persuasion,Autos & Vehicles,Y,2
EqnchXtr6no,10.08,-3.89,3.26,-0.99,-2.35,0.0,Involved persuasion,Entertainment,Y,2
ERcjrRVv8sA,11.51,2.62,-0.500000000000001,-2.57,-3.92,-3.5,Imaginative narrative,Film & Animation,Y,2
erTp3jVDLP8,1.63,-5.0,2.8,3.33,-3.92,-3.5,Involved persuasion,Sports,Y,2
esTpsPBSSkM,27.7,-4.32,-2.38,0.6,-2.23,-0.69,Informational interaction,People & Blogs,Y,2
EsVPUpDyGec,23.34,-4.53,-1.57,-0.77,-2.85,-1.83,Informational interaction,Sports,Y,2
eT4zISfbSy0,23.18,-4.27,-2.18,-4.49,-3.11,4.24,Informational interaction,Entertainment,Y,2
ETD6A5kmlGo,0.17,-3.95,-1.99,-3.83,-3.06,-0.78,Involved persuasion,Sports,Y,2
EtrprgyMD7Q,8.92,-3.44,-1.27,-0.81,-2.36,-1.5,Involved persuasion,Entertainment,Y,2
eu1looXQGGE,16.76,-5.12,-3.3,-0.52,-2.29,4.1,Informational interaction,Gaming,Y,2
eu44VwJxsWE,26.87,-4.39,-2.15,-0.99,-2.04,-1.78,Informational interaction,Gaming,Y,2
EuwfmgoZ3GQ,-11.31,-4.52,4.89,0.62,2.2,-2.15,Scientific exposition,Education,Y,2
evAGUJL9XL4,14.07,-3.15,0.83,5.53,-0.0700000000000001,-1.04,Involved persuasion,Science & Technology,Y,2
EV_kOs-YU3U,15.29,-4.66,-2.67,3.14,-1.5,1.03,Involved persuasion,Education,Y,2
EWkYI-7jycM,44.92,-7.38,4.0,4.32,7.95,1.86,Intimate interpersonal interaction,Education,Y,2
exIeln9k_Pk,16.79,-3.85,2.81,-0.22,-1.94,4.95,Involved persuasion,People & Blogs,Y,2
ExoOom2ARPY,30.43,-4.09,-2.01,0.39,-3.11,1.0,Informational interaction,Education,Y,2
eY7UnVn9sgQ,10.85,-5.43,-10.49,3.51,0.12,3.1,Involved persuasion,Gaming,Y,2
EyayebZZTR0,-12.91,-1.82,-1.82,-5.49,-1.36,-1.5,General narrative exposition,Sports,Y,2
EYlxpr4gTHI,22.1,-5.4,-2.59,1.06,-0.54,3.29,Informational interaction,Gaming,Y,2
eYpAdptyX7M,13.63,-5.74,-3.46,-0.37,0.91,1.31,Involved persuasion,Gaming,Y,2
eyZsmS4MmbI,31.91,-5.89,-4.92,5.68,-1.33,2.19,Informational interaction,Howto & Style,Y,2
Ez3VLAbSUfs,25.42,3.03,0.29,6.14,3.68,1.4,Informational interaction,Entertainment,Y,2
eZTF5kzfO-0,24.74,-4.23,0.3,1.4,-0.88,-0.88,Informational interaction,Education,Y,2
EzY1CRZIU2I,30.45,-4.55,-4.23,6.61,-1.96,1.43,Informational interaction,Entertainment,Y,2
f-2vtcua6Tw,38.93,-3.27,-1.2,0.64,-3.41,0.98,Intimate interpersonal interaction,Entertainment,Y,2
F-7Nwkf91e0,15.99,-5.24,-2.22,5.54,-3.39,-0.97,Involved persuasion,Entertainment,Y,2
f-hKwtJU3k8,16.25,-3.33,-0.7,0.86,-2.0,-0.09,Involved persuasion,Sports,Y,2
f0-XNGJrrtc,13.61,-5.18,-2.12,-1.3,-1.77,1.45,Involved persuasion,Autos & Vehicles,Y,2
f0cqK8LQLi0,18.84,0.38,0.49,-0.32,-3.92,2.47,Informational interaction,Entertainment,Y,2
f0rCNCkLsvA,11.76,-2.3,-1.84,0.56,-0.32,1.88,Involved persuasion,Gaming,Y,2
f1KkSsFkRrM,32.47,-2.06,-1.33,0.48,-2.37,2.12,Informational interaction,People & Blogs,Y,2
F5D0RhLsVc8,12.19,-2.8,-5.1,-4.16,-2.55,2.21,Involved persuasion,Gaming,Y,2
f8NXmnpz0Aw,25.14,-4.22,-0.85,-0.93,0.71,2.61,Informational interaction,People & Blogs,Y,2
F9poACr2FZc,-5.32,-4.26,-1.21,-7.65,-2.14,-1.67,General narrative exposition,Sports,Y,2
f9qCEYOz8e8,10.47,-2.22,-1.79,-3.82,-2.04,2.16,Involved persuasion,Sports,Y,2
fAazr2qdeXo,32.07,-5.81,-1.58,1.93,-2.0,0.0700000000000001,Informational interaction,Film & Animation,Y,2
FaGvFBLeYqs,19.45,-5.53,-2.67,0.17,-1.17,1.9,Informational interaction,Autos & Vehicles,Y,2
FbFXbe1Tvh4,25.98,1.14,-1.3,-2.07,-1.91,0.07,Informational interaction,Entertainment,Y,2
fBJx86Q9JkQ,0.44,-2.11,-6.16,-4.01,-1.31,-0.9,Situated reportage,Sports,Y,2
FBXKgvp5syY,19.97,-2.83,-1.9,0.83,-1.49,1.29,Informational interaction,People & Blogs,Y,2
fCDsn7OTNMg,16.42,-0.5,0.0,1.69,-2.05,-0.52,Involved persuasion,Education,Y,2
fCo48H2nFDw,12.39,-3.12,-1.66,2.85,-0.59,2.77,Involved persuasion,Entertainment,Y,2
fd05UVuyEGQ,18.64,0.77,-0.14,0.5,-2.37,1.71,Informational interaction,Education,Y,2
FDbP9YAXui8,14.8,-5.72,-2.18,4.31,-1.52,3.22,Involved persuasion,People & Blogs,Y,2
FE23NMrrm8E,19.66,-5.35,-3.57,6.2,-0.45,0.48,Informational interaction,Gaming,Y,2
FEHKnJyzaMo,22.28,-1.76,0.23,8.46,-3.42,1.05,Informational interaction,Howto & Style,Y,2
ff44Cu-qMcE,19.49,-5.69,-3.48,2.62,3.01,7.14,Informational interaction,Education,Y,2
ffv1cb2EGuc,32.74,-2.35,-0.66,3.39,-3.92,-3.5,Informational interaction,Music,Y,2
fGB2fLJ5Ye8,26.79,-3.67,-2.5,-1.62,-2.12,1.3,Informational interaction,Sports,Y,2
fgyciyD2M8Q,11.81,-4.28,-4.34,2.27,-2.65,-1.5,Involved persuasion,People & Blogs,Y,2
FHHJ1stEuZA,35.26,-2.23,-3.06,-1.39,-3.65,-0.95,Informational interaction,Gaming,Y,2
Fhzt1gZZvok,13.53,-3.24,-2.47,1.11,0.44,-0.97,Involved persuasion,Science & Technology,Y,2
fi-jB6MX6WU,-0.71,-3.23,-1.06,-4.75,-1.34,0.07,Involved persuasion,Education,Y,2
FI0XZlV38oA,26.1,-3.41,-2.86,4.09,-1.05,0.48,Informational interaction,Entertainment,Y,2
FI4XhThSkWo,10.52,-2.66,-1.93,4.79,-3.33,-0.71,Involved persuasion,Film & Animation,Y,2
fiAtq7zIlDQ,14.55,-0.15,-1.23,-3.27,-2.95,-1.62,Involved persuasion,Sports,Y,2
FIbDOoLM3Gw,5.9,-0.71,-1.24,-0.37,-1.4,1.28,Involved persuasion,Sports,Y,2
FJN0_REGoL0,14.8,-0.6,-2.8,1.76,-1.68,2.36,Involved persuasion,Education,Y,2
fJVSJPYfO4s,18.2,-3.4,-1.86,2.27,-2.02,0.74,Informational interaction,Education,Y,2
FKKd-c_a710,29.83,-0.25,-2.46,-2.15,-1.18,0.73,Informational interaction,Sports,Y,2
fkpg2vh4cxo,34.72,-5.46,-6.73,-4.96,-2.01,3.5,Informational interaction,People & Blogs,Y,2
FkqQkkX_LSg,3.81,-5.07,4.15,-3.05,1.6,3.43,Involved persuasion,Education,Y,2
FL8HmDwE1yM,27.52,-1.4,-8.84,-1.04,-2.49,0.23,Informational interaction,Education,Y,2
fL_1ndPGlUM,25.34,-1.75,-3.81,4.39,-1.26,-0.26,Informational interaction,Gaming,Y,2
FmdVhvIOphQ,14.91,-3.98,0.64,1.52,-1.94,-1.4,Involved persuasion,People & Blogs,Y,2
fmQ1yWkqpPI,17.45,0.73,-0.4,-1.76,-2.78,-1.12,Informational interaction,Film & Animation,Y,2
fN0NUSwaVrU,24.84,-4.77,-6.78,1.31,-0.21,-2.66,Informational interaction,People & Blogs,Y,2
Fn6S9NTpPvk,15.07,-2.38,-0.81,-2.81,-1.79,-0.97,Involved persuasion,Music,Y,2
FNdeLDeUBMk,17.79,-5.37,-0.61,2.35,-1.54,0.22,Informational interaction,Autos & Vehicles,Y,2
FNN3DlQpn5M,3.12,-4.49,1.14,-2.83,-1.29,3.09,Involved persuasion,Education,Y,2
fNYU9n9Xef0,27.18,-2.65,-1.67,1.81,-1.33,0.48,Informational interaction,Gaming,Y,2
fOkIvwVahBE,13.72,-1.54,-0.59,-3.42,-0.31,2.1,Involved persuasion,Autos & Vehicles,Y,2
fOLxem9AX0E,18.2,-4.08,-0.98,2.84,-2.08,3.57,Informational interaction,Science & Technology,Y,2
FOmpUmM8TYo,22.47,-3.95,-4.86,-3.03,-0.22,0.1,Informational interaction,Gaming,Y,2
fPdwZ2e7Xsc,-1.82,-4.85,6.39,2.78,-0.29,-0.24,Involved persuasion,Education,Y,2
FpUCEdNbDfA,21.44,-5.47,-3.78,1.77,-0.84,4.9,Informational interaction,Entertainment,Y,2
FPv1WI9teNw,29.75,-2.85,-5.38,-1.21,-3.52,0.34,Informational interaction,Film & Animation,Y,2
FQ43Z_BrHis,11.61,-4.66,-1.94,-4.45,-3.92,7.93,Involved persuasion,Howto & Style,Y,2
frYkSrRenG0,24.44,-5.46,-5.5,2.23,-0.68,1.53,Informational interaction,Gaming,Y,2
FsqyvrBD7G0,14.97,2.99,-5.68,2.76,-1.35,-0.08,Imaginative narrative,Entertainment,Y,2
fsyBs5Nmo_o,25.93,-4.5,-4.7,2.75,-2.55,0.57,Informational interaction,Film & Animation,Y,2
FSZS0q-IdrQ,19.53,-2.96,-5.14,-0.32,-0.86,2.59,Informational interaction,Gaming,Y,2
fTeHkDLvQoM,26.96,-4.17,-3.14,1.94,-1.55,-0.4,Informational interaction,Gaming,Y,2
FtvzmUyyNZ8,28.03,-5.88,-1.33,4.67,1.37,3.17,Informational interaction,Howto & Style,Y,2
FTwSraBS_Qc,8.98,-1.46,-0.93,7.24,-2.11,-3.5,Involved persuasion,People & Blogs,Y,2
FvBgl4M9Vfc,22.92,-0.83,-1.14,-2.06,-2.98,1.62,Informational interaction,Entertainment,Y,2
FvNikh0nLho,24.57,-2.74,-1.86,-6.35,-1.76,-0.74,Informational interaction,Gaming,Y,2
fVSvbhdY82o,28.53,-2.21,-2.78,12.78,-0.97,-2.78,Informational interaction,Entertainment,Y,2
FwtB5evpPbU,23.21,-6.02,-9.87,-0.0199999999999999,-1.99,2.33,Informational interaction,Gaming,Y,2
fx5WnqLqEm0,11.3,-2.48,-2.94,2.77,-1.64,2.38,Involved persuasion,Gaming,Y,2
fX87MiqIx5M,43.36,-5.22,-2.65,-0.65,-3.79,-0.84,Intimate interpersonal interaction,People & Blogs,Y,2
FX95bb-RD3o,24.6,-3.64,-4.11,7.85,-0.54,0.64,Informational interaction,Gaming,Y,2
fxbe8nraWM4,35.33,-3.81,-2.47,2.51,-1.96,1.02,Informational interaction,Gaming,Y,2
FxDOXmCsw_c,19.64,-3.26,-4.22,0.96,1.2,1.45,Informational interaction,Film & Animation,Y,2
FxOCsO2_N1k,-9.03,-2.7,0.38,-4.51,-1.12,-0.78,General narrative exposition,Sports,Y,2
FXT-vBu_mbA,23.83,-2.51,0.8,-0.44,-2.94,1.46,Informational interaction,Sports,Y,2
FY0qSbP-XcQ,30.08,-2.21,-1.04,8.19,-2.44,-0.59,Informational interaction,Entertainment,Y,2
fY2bVw6BKqE,-1.91,-0.54,1.47,-3.45,-1.54,-0.76,General narrative exposition,Entertainment,Y,2
Fy8W9UvlumI,19.01,-0.8,-3.69,-5.75,-3.55,0.14,Informational interaction,Gaming,Y,2
fYGCI553Z0M,9.39,-2.1,0.0300000000000001,0.53,1.31,0.36,Involved persuasion,Education,Y,2
FZbpst1IfC0,13.2,-3.92,0.4,-0.8,-1.36,4.19,Involved persuasion,Education,Y,2
fZyD4v-gApk,20.8,-3.33,0.21,-2.08,-1.28,2.24,Informational interaction,Entertainment,Y,2
FZzJFr_32zE,8.96,-0.84,-2.13,1.09,-2.39,-1.37,Involved persuasion,Entertainment,Y,2
G-2kt7KTl2o,21.49,-3.34,-3.12,1.81,-0.7,1.59,Informational interaction,Education,Y,2
g0eBjnluVMk,27.76,-3.79,-1.32,-0.75,-2.45,1.48,Informational interaction,People & Blogs,Y,2
g1-lFN7-OvM,25.39,-4.18,-3.16,-0.51,-1.73,-0.16,Informational interaction,Howto & Style,Y,2
G17D_SocJ5c,1.94,-2.57,-0.72,-3.7,-2.51,0.48,Involved persuasion,Sports,Y,2
g2daiZwfi3g,28.93,-5.08,-2.37,-0.67,0.0599999999999999,1.22,Informational interaction,People & Blogs,Y,2
G3A45cnwROo,29.91,-4.34,-0.65,4.3,-2.12,-0.53,Informational interaction,Entertainment,Y,2
G3A9acFYF2c,27.57,5.65,1.89,-3.44,-1.13,2.02,Informational interaction,Howto & Style,Y,2
G4rOJlJwy1Y,16.55,-1.32,1.66533453693773e-16,4.25,0.0799999999999998,1.7,Involved persuasion,Howto & Style,Y,2
G4vOzq94nXo,24.51,0.83,-0.79,0.95,-2.44,1.29,Informational interaction,Entertainment,Y,2
g8bUaNWQHKk,27.63,-4.61,-5.03,-3.66,-3.44,0.79,Informational interaction,Gaming,Y,2
g9oMNcQtlbw,16.76,-3.68,-2.14,6.68,1.57,4.53,Involved persuasion,People & Blogs,Y,2
g9ubetP0vVc,9.96,-4.08,-5.25,0.84,0.62,3.16,Involved persuasion,Entertainment,Y,2
G9WEY_nQgbA,20.75,-3.02,-2.24,-1.73,-2.1,0.59,Informational interaction,Autos & Vehicles,Y,2
G9yPYyiHoRo,14.9,-4.18,-1.85,-0.72,-0.98,-2.12,Involved persuasion,Film & Animation,Y,2
GaSuaiOE3ms,20.02,-5.3,-0.84,-2.01,-1.85,2.45,Informational interaction,Autos & Vehicles,Y,2
GBprUpjBuRg,30.21,-5.19,-3.69,-1.96,-2.77,-0.52,Informational interaction,Gaming,Y,2
gbzjXCqlPaU,34.12,-5.42,-2.6,-6.14,-3.71,-1.09,Informational interaction,Howto & Style,Y,2
GCggfKjzcZk,6.29,-3.49,0.47,5.47,5.13,1.74,Involved persuasion,Education,Y,2
gcJz_KC18Sg,11.69,1.64,-0.54,4.61,1.17,0.67,Involved persuasion,Gaming,Y,2
gcmS7hMC8MQ,9.46,-5.62,3.36,1.95,0.37,1.22,Involved persuasion,Film & Animation,Y,2
gCMVJRMwOXU,17.94,-4.05,-2.0,7.17,-0.19,2.66,Involved persuasion,Entertainment,Y,2
GDeEuzKXCH4,18.29,-5.82,-3.63,2.2,-1.54,4.93,Informational interaction,Howto & Style,Y,2
Gdf22IfSuTM,4.9,-1.46,-0.77,7.97,-2.19,5.4,Involved persuasion,People & Blogs,Y,2
gdoshiybDNI,20.64,-3.08,-4.61,-0.23,-0.5,-2.66,Informational interaction,Film & Animation,Y,2
GdplDXckGuE,20.11,-3.88,-4.23,0.24,-2.41,2.4,Informational interaction,Film & Animation,Y,2
GefADJ8VKa8,32.16,-2.71,-3.36,0.82,-2.58,-1.12,Informational interaction,Gaming,Y,2
GeqH3Z-6xAg,23.04,-5.2,0.17,1.93,0.65,-0.34,Informational interaction,Gaming,Y,2
Gf4mXy59fj4,25.43,-3.51,2.06,2.98,-1.3,1.6,Informational interaction,Education,Y,2
gFbqtwCEILk,-0.39,-0.0499999999999998,-0.2,-0.11,1.63,0.57,Involved persuasion,Howto & Style,Y,2
GFI3LTaKpZw,9.31,-4.51,-0.77,-2.18,0.32,5.1,Involved persuasion,Music,Y,2
GFNb2SfODh0,17.78,-3.13,-3.26,4.03,-2.38,-0.5,Informational interaction,Gaming,Y,2
GFZ_ZEbdT1c,28.35,-1.9,-1.84,-0.65,-3.17,-0.4,Informational interaction,Gaming,Y,2
ggiSWz26mpk,26.39,-6.54,-2.45,5.15,-2.17,0.04,Informational interaction,Autos & Vehicles,Y,2
GH603z14XUo,2.86,-7.21,1.45,-1.64,-3.92,-1.02,Involved persuasion,People & Blogs,Y,2
gHgt35uFOgI,30.99,-3.76,-2.95,3.1,-2.02,0.84,Informational interaction,People & Blogs,Y,2
Ghm_P3BIwQw,24.51,-3.6,-4.72,-1.52,0.77,1.43,Informational interaction,Education,Y,2
giZ1LykFhAE,19.13,-4.18,1.48,2.83,4.06,1.22,Informational interaction,News & Politics,Y,2
gjd4EXx7oxI,28.14,-2.35,-0.32,0.16,-3.92,1.05,Informational interaction,People & Blogs,Y,2
GJJQObWvuxQ,18.03,-5.3,-2.63,1.08,-2.79,1.03,Informational interaction,Education,Y,2
GkJmNeXi2qE,24.75,-6.03,-1.98,0.8,-0.79,0.33,Informational interaction,Gaming,Y,2
gktmhI8pbYY,18.03,-3.14,-3.02,1.17,-0.26,1.65,Informational interaction,News & Politics,Y,2
GlGav9jCsl4,28.7,-3.86,-1.39,2.35,-0.59,-0.42,Informational interaction,People & Blogs,Y,2
GLOBER2XNhY,19.59,-5.49,-4.16,-1.91,-0.0100000000000002,1.61,Informational interaction,Howto & Style,Y,2
gLsarcKlS6c,2.59,-4.26,0.26,6.3,1.03,-0.0699999999999998,Involved persuasion,People & Blogs,Y,2
glTJRMz8dc4,21.13,-7.03,0.37,7.0,1.19,2.54,Informational interaction,Howto & Style,Y,2
Gl_oBxVHMTs,9.4,-4.41,-4.0,9.39,-1.55,0.51,Involved persuasion,Education,Y,2
GnDNuawPQ18,15.68,-3.52,-1.63,-3.5,-2.29,-0.31,Involved persuasion,People & Blogs,Y,2
GniXFLmfiSY,16.4,-5.14,-5.4,5.27,-0.64,3.28,Involved persuasion,People & Blogs,Y,2
Gn_aSX55ya4,39.6,-0.66,-1.77,1.78,-1.11,2.57,Intimate interpersonal interaction,Entertainment,Y,2
Gn_qzVkxoUs,-5.97,-4.23,-3.47,-6.38,-3.11,-1.78,General narrative exposition,Sports,Y,2
GO-C_q3xQMs,31.53,-4.49,-2.55,0.8,-1.06,0.4,Informational interaction,Gaming,Y,2
gOiG59ywEVU,28.52,-2.11,-2.65,-1.68,-1.47,0.98,Informational interaction,People & Blogs,Y,2
GolFNYdqQlI,11.51,-5.74,-2.21,1.09,-0.12,1.77,Involved persuasion,Autos & Vehicles,Y,2
gOmvxMPBvPs,19.0,-6.07,-0.71,1.64,3.72,0.91,Informational interaction,Education,Y,2
GOoGkmqT1Uw,27.53,-4.34,-3.0,-0.99,-1.33,-1.05,Informational interaction,People & Blogs,Y,2
gou5GM-5EV4,-17.45,0.96,4.08,-1.33,-0.16,-1.77,Learned exposition,Entertainment,Y,2
GPxrqLGu1SQ,17.8,-4.27,-2.36,-0.14,-0.62,0.96,Informational interaction,People & Blogs,Y,2
GrETU_kQE0E,-0.28,-2.09,0.85,-0.26,-1.03,1.79,Involved persuasion,People & Blogs,Y,2
GRoQGohQNAg,18.48,-1.17,-2.96,-2.51,-2.25,0.16,Informational interaction,People & Blogs,Y,2
gRTyfF_MLdc,20.93,-2.15,-0.43,-4.19,-2.92,1.12,Informational interaction,Music,Y,2
gS6BOjF1zvg,-5.18,-2.4,0.56,3.34,1.59,0.5,General narrative exposition,Science & Technology,Y,2
gSF7TgOKv9k,20.62,-2.62,-2.43,0.900000000000001,-2.21,1.55,Informational interaction,Education,Y,2
gSVEE0JIbRs,1.3,-2.82,-4.43,-2.04,-1.14,-1.74,Situated reportage,Sports,Y,2
Gt6NsqMbByo,-9.05,-4.52,-2.81,-7.28,-1.83,0.17,General narrative exposition,Sports,Y,2
gtds_r2pPIw,-19.51,0.83,3.26,-4.26,2.15,-2.9,Learned exposition,Entertainment,Y,2
gte81NCZRv4,5.84,-4.0,-0.47,-2.11,0.21,2.48,Involved persuasion,Film & Animation,Y,2
GTlrXAdch8U,27.14,-5.13,-5.52,0.73,0.32,0.38,Informational interaction,Howto & Style,Y,2
GTN-pKZIHUg,23.79,-5.28,-1.82,8.79,-1.15,0.31,Informational interaction,Entertainment,Y,2
gtn_gGGn204,-10.81,-3.59,-4.83,-4.61,-0.36,-2.54,General narrative exposition,Sports,Y,2
GTOS5CozK94,1.59,-2.44,-1.69,5.16,-0.58,0.96,Involved persuasion,Gaming,Y,2
GUGIZ10jVvQ,28.39,-0.45,-1.59,5.1,2.18,0.67,Informational interaction,People & Blogs,Y,2
guJBrz1wqp8,30.1,-4.8,-3.4,-1.01,-1.68,0.46,Informational interaction,Gaming,Y,2
GuskRBnI1n4,-24.84,-3.28,3.68,-5.78,-0.79,-1.88,Learned exposition,People & Blogs,Y,2
gUX60iBDndo,19.43,-2.14,-6.39,-2.14,0.4,2.38,Informational interaction,Entertainment,Y,2
gvFZAWr6mS8,15.02,-5.17,-3.12,2.82,-1.58,0.63,Involved persuasion,Science & Technology,Y,2
GvkqnV6hZ5M,29.36,-1.32,-1.09,0.0900000000000001,-2.84,0.92,Informational interaction,People & Blogs,Y,2
gvWwBHk3lRg,16.58,-3.38,-0.23,1.02,-2.27,-0.44,Involved persuasion,Sports,Y,2
GwQBrOhbc_4,14.79,0.92,-0.57,1.91,1.43,5.86,Involved persuasion,News & Politics,Y,2
GwT6gGMRr9s,9.59,-2.41,0.0699999999999998,0.77,0.02,2.73,Involved persuasion,Education,Y,2
gx6THiImRgU,2.98,-2.13,-7.37,-3.78,-2.58,-1.83,Situated reportage,Sports,Y,2
